1,1.812
2,1.867
3,1.896
4,1.924
5,1.983
6,2.013
7,2.043
8,2.073
9,2.133
10,2.163
11,2.22
12,2.249
13,2.277
14,2.304
15,2.358
16,2.384
17,2.41
18,2.435
19,2.486
20,2.51
21,2.534
22,2.582
23,2.605
24,2.628
25,2.672
26,2.694
27,2.715
28,2.757
29,2.778
30,2.798
31,2.839
32,2.86
33,2.881
34,2.923
35,2.943
36,2.964
37,3.006
38,3.048
39,3.091
40,3.112
41,3.153
42,3.174
43,3.213
44,3.232
45,3.251
46,3.27
47,3.305
48,3.322
49,3.355
50,3.372
51,3.388
52,3.418
53,3.433
54,3.448
55,3.477
56,3.492
57,3.522
58,3.537
59,3.567
60,3.582
61,3.597
62,3.627
63,3.643
64,3.658
65,3.69
66,3.705
67,3.721
68,3.753
69,3.769
70,3.8
71,3.816
72,3.847
73,3.863
74,3.879
75,3.911
76,3.927
77,3.943
78,3.975
79,3.991
80,4.006
81,4.035
82,4.05
83,4.064
84,4.094
85,4.108
86,4.122
87,4.15
88,4.164
89,4.179
90,4.207
91,4.234
92,4.248
93,4.276
94,4.29
95,4.304
96,4.331
97,4.345
98,4.373
99,4.386
100,4.4
101,4.427
102,4.441
103,4.467
104,4.481
105,4.494
106,4.521
107,4.534
108,4.548
109,4.574
110,4.601
111,4.628
112,4.642
113,4.668
114,4.682
115,4.708
116,4.735
117,4.748
118,4.761
119,4.787
120,4.8
121,4.813
122,4.839
123,4.852
124,4.865
125,4.89
126,4.903
127,4.916
128,4.941
129,4.954
130,4.967
131,4.992
132,5.005
133,5.03
134,5.042
135,5.055
136,5.079
137,5.09
138,5.102
139,5.125
140,5.148
141,5.159
142,5.182
143,5.193
144,5.215
145,5.226
146,5.248
147,5.271
148,5.282
149,5.293
150,5.305
151,5.316
152,5.34
153,5.351
154,5.363
155,5.386
156,5.409
157,5.421
158,5.443
159,5.454
160,5.477
161,5.488
162,5.5
163,5.523
164,5.535
165,5.546
166,5.558
167,5.581
168,5.592
169,5.604
170,5.627
171,5.639
172,5.651
173,5.675
174,5.687
175,5.711
176,5.723
177,5.746
178,5.758
179,5.77
180,5.781
181,5.805
182,5.817
183,5.828
184,5.84
185,5.852
186,5.877
187,5.889
188,5.913
189,5.926
190,5.938
191,5.963
192,5.975
193,6.0
194,6.013
195,6.026
196,6.038
197,6.051
198,6.078
199,6.091
200,6.118
201,6.132
202,6.145
203,6.171
204,6.184
205,6.21
206,6.222
207,6.248
208,6.26
209,6.285
210,6.298
211,6.311
212,6.336
213,6.349
214,6.374
215,6.386
216,6.399
217,6.411
218,6.436
219,6.449
220,6.462
221,6.487
222,6.5
223,6.514
224,6.54
225,6.567
226,6.581
227,6.595
228,6.622
229,6.636
230,6.663
231,6.676
232,6.703
233,6.73
234,6.743
235,6.77
236,6.784
237,6.812
238,6.826
239,6.855
240,6.87
241,6.885
242,6.915
243,6.931
244,6.963
245,6.979
246,7.012
247,7.045
248,7.062
249,7.095
250,7.112
251,7.129
252,7.164
253,7.181
254,7.198
255,7.231
256,7.262
257,7.277
258,7.292
259,7.322
260,7.337
261,7.352
262,7.383
263,7.398
264,7.412
265,7.442
266,7.456
267,7.485
268,7.499
269,7.513
270,7.541
271,7.555
272,7.569
273,7.597
274,7.624
275,7.652
276,7.665
277,7.693
278,7.706
279,7.719
280,7.746
281,7.76
282,7.773
283,7.787
284,7.814
285,7.827
286,7.854
287,7.867
288,7.88
289,7.906
290,7.919
291,7.932
292,7.957
293,7.982
294,7.994
295,8.007
296,8.032
297,8.044
298,8.057
299,8.082
300,8.108
301,8.121
302,8.147
303,8.174
304,8.187
305,8.199
306,8.224
307,8.237
308,8.261
309,8.284
310,8.295
311,8.317
312,8.328
313,8.349
314,8.36
315,8.381
316,8.391
317,8.412
318,8.422
319,8.443
320,8.453
321,8.473
322,8.482
323,8.492
324,8.512
325,8.533
326,8.543
327,8.564
328,8.575
329,8.596
330,8.607
331,8.628
332,8.649
333,8.659
334,8.67
335,8.69
336,8.7
337,8.719
338,8.729
339,8.748
340,8.757
341,8.776
342,8.794
343,8.802
344,8.811
345,8.829
346,8.847
347,8.856
348,8.874
349,8.883
350,8.902
351,8.911
352,8.929
353,8.938
354,8.956
355,8.965
356,8.974
357,8.993
358,9.002
359,9.02
360,9.03
361,9.048
362,9.058
363,9.077
364,9.087
365,9.106
366,9.116
367,9.126
368,9.145
369,9.155
370,9.165
371,9.184
372,9.194
373,9.214
374,9.223
375,9.233
376,9.253
377,9.262
378,9.282
379,9.292
380,9.302
381,9.322
382,9.343
383,9.353
384,9.374
385,9.384
386,9.404
387,9.414
388,9.433
389,9.443
390,9.461
391,9.47
392,9.488
393,9.497
394,9.514
395,9.522
396,9.538
397,9.546
398,9.554
399,9.57
400,9.578
401,9.593
402,9.601
403,9.617
404,9.625
405,9.64
406,9.648
407,9.663
408,9.671
409,9.685
410,9.692
411,9.706
412,9.713
413,9.726
414,9.732
415,9.738
416,9.749
417,9.761
418,9.766
419,9.772
420,9.783
421,9.793
422,9.798
423,9.808
424,9.818
425,9.823
426,9.828
427,9.839
428,9.844
429,9.854
430,9.864
431,9.869
432,9.878
433,9.883
434,9.892
435,9.897
436,9.907
437,9.912
438,9.922
439,9.933
440,9.939
441,9.95
442,9.956
443,9.962
444,9.973
445,9.984
446,9.99
447,9.995
448,10.006
449,10.017
450,10.022
451,10.028
452,10.039
453,10.05
454,10.056
455,10.067
456,10.073
457,10.078
458,10.089
459,10.099
460,10.104
461,10.109
462,10.119
463,10.124
464,10.135
465,10.14
466,10.15
467,10.16
468,10.165
469,10.174
470,10.179
471,10.188
472,10.193
473,10.202
474,10.206
475,10.214
476,10.218
477,10.226
478,10.23
479,10.236
480,10.239
481,10.244
482,10.247
483,10.252
484,10.255
485,10.26
486,10.266
487,10.271
488,10.274
489,10.279
490,10.282
491,10.287
492,10.289
493,10.293
494,10.295
495,10.3
496,10.302
497,10.307
498,10.309
499,10.314
500,10.317
501,10.321
502,10.323
503,10.327
504,10.329
505,10.333
506,10.335
507,10.339
508,10.34
509,10.344
510,10.345
511,10.349
512,10.35
513,10.352
514,10.354
515,10.355
516,10.356
517,10.357
518,10.357
519,10.358
520,10.358
521,10.358
522,10.359
523,10.359
524,10.36
525,10.36
526,10.36
527,10.36
528,10.361
